sector,urban,admin2,draw_1,draw_2,draw_3,draw_4,draw_5,draw_6,draw_7,draw_8,draw_9,draw_10,draw_11,draw_12,draw_13,draw_14,draw_15,draw_16,draw_17,draw_18,draw_19,draw_20,draw_21,draw_22,draw_23,draw_24,draw_25,draw_26,draw_27,draw_28,draw_29,draw_30,draw_31,draw_32,draw_33,draw_34,draw_35,draw_36,draw_37,draw_38,draw_39,draw_40,draw_41,draw_42,draw_43,draw_44,draw_45,draw_46,draw_47,draw_48,draw_49,draw_50,draw_51,draw_52,draw_53,draw_54,draw_55,draw_56,draw_57,draw_58,draw_59,draw_60,draw_61,draw_62,draw_63,draw_64,draw_65,draw_66,draw_67,draw_68,draw_69,draw_70,draw_71,draw_72,draw_73,draw_74,draw_75,draw_76,draw_77,draw_78,draw_79,draw_80,draw_81,draw_82,draw_83,draw_84,draw_85,draw_86,draw_87,draw_88,draw_89,draw_90,draw_91,draw_92,draw_93,draw_94,draw_95,draw_96,draw_97,draw_98,draw_99,draw_100
small_business,rural,Ziguinchor,142778,126782,116442,176793,188643,145349,148482,154819,123791,151191,123907,178075,126885,125341,132083,125540,127699,196294,138520,175455,124331,134764,154022,141479,205048,127825,106924,152851,204666,129307,151750,84104,155600,147321,176043,154258,171634,114458,134881,139902,100203,157272,171614,139195,139217,135144,159156,102713,149646,180962,159155,158035,160717,170360,167688,170362,145118,139953,153683,210877,120157,145732,145331,149157,117833,139908,192614,114341,106009,139311,142629,166625,170730,154274,156068,113621,170733,146423,87406,103394,129864,162665,158397,101898,137862,136516,133544,132683,160457,175948,146720,181850,210379,171230,106614,166405,106598,143332,141496,134546
trades,rural,Bignona,301216,348315,318556,362834,252807,457150,389171,289685,331929,279524,232967,409344,360660,389056,323048,289758,323406,324479,294425,312700,204137,377126,346053,342363,435390,299806,330191,290977,336395,365262,315047,235244,315364,273792,404698,217116,240205,302738,468918,264889,276756,240435,240447,279258,257819,380313,286885,267108,311152,264606,270156,235614,268216,390709,423667,231435,325593,313266,255376,388560,257167,347139,273532,304425,229204,262671,290854,261499,343480,268423,243623,203357,299974,308285,238291,224517,380720,274045,293591,246860,222303,369842,413411,336962,351272,356749,222842,306402,406002,316581,251069,301872,317116,343606,341126,244422,370219,413980,332460,256763
trades,rural,Oussouye,432513,127187,254354,251444,149660,174482,206347,171895,244268,178412,285865,254363,264057,204422,420771,144608,235887,133783,238110,299747,268441,215282,296416,209860,267603,200369,230322,305135,186605,219847,227114,246730,157816,223069,225597,235501,147115,176800,190287,463697,253090,160846,252320,290810,357831,179372,234573,195790,252134,288354,157601,278886,196149,266524,250786,225896,357419,282208,151458,409169,231327,161506,248472,157643,270136,153669,234553,321930,187310,358680,256853,340090,152733,320423,233223,287234,271866,175210,140860,142420,238009,260147,156072,231746,170141,215452,197980,176754,321751,301071,221023,298526,275627,152301,231592,142536,311709,184554,262110,153285
trades,rural,Ziguinchor,190582,180901,301970,279581,469727,526701,189600,187690,227998,345846,359643,195885,315720,364469,256613,288210,329766,296105,176098,292031,299644,187347,227735,231291,155761,246517,302851,143378,152987,205726,274179,243139,232196,156431,172403,416265,167176,202230,218564,537533,204096,563508,385918,232052,169429,267858,514736,354132,217452,236539,173933,199206,212635,146267,250132,310588,165504,491209,182499,219205,246700,191887,232052,363384,305393,222865,227576,180604,421799,174834,241736,326959,140383,233506,476415,197670,173877,175903,185996,367976,354971,345134,173762,266168,362942,241134,238952,203959,411513,298706,215629,192528,383814,230635,232613,206255,137549,260718,256352,302510
agri_aqua,urban,Bignona,42317,67645,77765,106509,37760,88305,73628,44456,77757,82948,43297,92717,133413,40925,56936,84272,32264,34778,45811,109012,115012,106222,46710,27917,87798,169157,30445,59206,58584,92853,64012,101922,74141,24569,55694,59741,71791,52242,73405,39883,26672,140965,55221,43759,53258,153868,57769,82896,83643,41104,41345,135212,62332,78432,36161,72020,65400,78498,28632,82949,57127,132671,66730,66639,102457,65102,79943,49978,35981,24753,103502,19254,56164,88912,29444,51222,55550,35285,60107,77623,75692,103378,34696,72505,56525,34166,53271,103718,78679,56700,67344,34826,59321,82145,34917,51109,83201,52894,36900,95810
agri_aqua,urban,Ziguinchor,202997,116106,97934,68609,75781,74393,99198,91866,124516,52186,97417,97942,164013,106079,103897,105969,141129,62183,120657,74044,94529,133545,160205,49433,59269,78730,64606,108627,185488,78769,52395,134852,179403,132072,88773,89305,101251,107220,166691,47696,107770,96941,37815,75134,83923,59976,123031,66908,243285,36320,61188,65586,130717,83874,50606,44221,128256,67770,96841,113284,41360,76317,100359,66487,145908,95372,83703,114039,150170,60058,157834,69527,56741,132047,102362,171287,86343,87165,64835,106307,203539,140998,121108,60540,104538,42053,78869,138584,139291,53299,95190,61079,151963,73180,225175,93796,85334,79074,82833,104335
livestock,urban,Bignona,53570,17274,134466,47698,86385,57199,33556,27743,47411,41497,39200,142791,44830,121175,29632,87597,23958,92274,46439,40976,19578,11836,41784,34426,86714,25659,155172,64537,62241,52724,36815,69341,58399,45787,68719,37354,70426,42576,117373,149988,100832,60477,47811,26616,28725,67198,33802,49060,94605,35095,63996,42028,115929,45770,112861,49632,34030,28422,23387,36420,70034,36726,65041,56401,20942,66711,76869,149130,59382,58273,132022,91068,47526,84788,26765,22119,87628,33016,76845,24198,72554,100502,47019,108024,59772,93641,103542,39486,48262,44619,26357,29067,100982,42653,58804,113862,111923,70293,117396,71371
livestock,urban,Ziguinchor,21111,9000,13366,12071,6468,23184,16439,20517,11160,12832,21267,8211,15477,14731,20806,24564,17603,17477,12944,18007,10765,19918,14815,15740,16343,19708,23602,26718,38993,15845,33990,13369,14753,15564,25565,12715,9230,7325,14725,26208,18951,19789,13097,21906,15042,28768,11825,75379,18024,11664,39658,13157,15190,27692,11311,17882,7339,30291,13267,20001,14133,18164,22998,18191,19814,6198,26465,23442,8908,12159,13594,38240,18578,22821,19812,11360,13777,13671,15358,17569,15905,16470,14882,14786,21053,16454,24182,13859,16580,36531,22851,15815,14145,8132,24327,13530,21107,12377,18374,15027
professional,urban,Bignona,533332,884453,790040,735291,703302,1256185,915749,513450,428375,607391,529660,1102679,637655,925288,635344,934371,1469436,1029710,817454,785369,722553,1067931,890160,815374,377500,640680,812959,494460,584588,390032,464751,598673,887136,731308,678477,563884,997576,803693,923429,624463,507947,770894,793315,503908,818455,690474,720468,830380,791192,535866,1071595,1012908,823933,510361,705693,757443,777198,1075467,652470,523311,747148,488193,1178104,735116,800310,607233,706585,722300,743098,700746,1054735,873297,638901,609494,952115,672389,336336,899272,855432,769291,719345,948529,505250,1270275,873889,1011726,1313597,1156172,839402,1109536,1109046,1192895,889245,415833,727404,1092348,526323,996375,851191,674085
professional,urban,Ziguinchor,628852,647584,548826,705919,790880,689729,805267,745804,707585,702338,483727,804741,542023,643533,625403,666470,586818,790763,664946,504407,597521,869043,665191,781164,657408,721308,784900,731755,640325,668642,776511,564948,766869,907567,632284,584713,745060,661036,594309,702667,607468,694279,768111,724669,698681,717844,870165,790553,631727,524929,609679,475536,832409,522296,658149,773283,680034,673508,613586,911853,566196,764263,864977,695192,587002,701430,665010,690809,561622,720013,612142,638433,840368,609853,559921,887666,610162,615039,619127,553285,883486,720387,695345,822032,650872,620224,760869,768467,619662,719995,568810,812971,672065,618073,781911,630164,790929,600547,879567,636318
services,urban,Bignona,410470,463063,532715,563655,486368,242125,367014,368552,435419,366840,352663,445081,323337,526870,399210,676140,444450,352019,519897,616684,303285,468626,396552,323393,451930,401321,335107,362682,529083,384129,495492,644233,345846,415216,504638,623113,461079,425136,688541,588139,510028,421195,393534,380402,376047,467027,536261,541439,443084,375586,546027,496347,562646,494641,393664,281461,493162,503088,410420,449546,444431,447047,468198,464521,214057,291561,546072,419418,467485,375705,418663,695041,526438,334842,468296,380203,439925,425782,545150,242876,407928,477604,358428,448875,436349,556359,433099,385367,542054,514475,409211,403336,354055,301975,408607,521190,359677,641064,325907,406010
services,urban,Ziguinchor,494630,470060,570743,477603,417611,489701,480858,353261,514268,443167,392873,431789,498047,500835,388711,386034,383834,342994,451663,344966,537284,507159,463855,453440,476703,474029,535950,442666,544120,355590,481494,391279,407966,410529,380959,453927,463533,421101,504738,360394,516266,387878,425488,418381,381239,537588,550288,469779,469087,503500,451015,435905,468711,452029,378084,392788,407264,459247,547031,351670,411661,438610,503409,376968,423580,431972,507462,499929,457355,451514,455892,463020,553222,389504,446103,432505,448366,492790,445283,491866,448216,429879,509737,437695,346613,412802,443950,438852,448170,397077,420880,348412,431256,494999,402601,383061,511859,514770,382697,510208
small_business,urban,Bignona,149398,203227,255389,170984,267343,138931,213969,149649,205598,170467,134697,220448,166573,147986,136134,182056,177648,186340,207577,120099,202102,251979,207977,169211,168059,140190,274278,223033,135811,208310,171743,181029,193569,192838,178066,204727,108639,165107,136988,168790,241291,205007,158318,140407,141707,307404,149812,172907,220774,164020,167474,196232,157843,257511,306747,136170,145356,201648,179561,158553,172577,192946,242210,151193,185022,172213,183177,162955,205383,268251,200783,158941,130652,224590,155927,313679,170084,248620,175821,180052,224486,217909,250500,173759,161301,173675,127873,259598,269231,212583,159362,188192,148552,213553,208339,170245,246379,138027,119019,223609
small_business,urban,Ziguinchor,262150,228494,244014,206195,204806,185844,190444,217929,239524,208644,184646,219515,178312,213543,218915,208980,168974,224544,251799,235115,216707,209714,195421,189610,194959,236317,245577,186573,170662,184270,196998,181560,194856,205418,207076,210159,195400,201287,232351,277626,237895,194288,184728,273497,227768,269673,243469,203599,221019,207342,245719,161511,225413,197617,238012,233938,234253,167573,213989,191858,231091,191250,205938,217401,191045,153047,212431,198986,226628,207489,169222,233457,219581,208476,202391,189479,214275,201504,174760,217700,182142,180237,211694,176261,195023,206765,237063,180296,202283,225830,221903,214557,242516,257171,217661,235020,214890,222509,173751,246811
trades,urban,Bignona,475922,559666,614288,293675,481883,310902,298895,346632,300827,400130,429524,346574,308820,708671,314367,400328,443325,367123,505949,278588,401299,307761,453630,335162,371720,293019,401006,392019,258286,488188,562941,173823,266919,549647,282730,512351,281274,435125,417041,249675,324398,372023,279377,482045,277165,440960,516598,279136,562800,334338,415900,332468,341664,470517,502757,267501,219830,369971,372345,657836,254128,441290,262029,277282,374544,290585,209053,291892,276111,490524,434420,522790,393422,346345,403033,364930,274409,332488,278144,768687,298375,662977,484407,379021,403243,448724,418597,316627,365335,504435,712902,427863,281509,321434,292254,414561,318423,550876,374739,367033
trades,urban,Ziguinchor,577219,412295,511427,356975,530445,358009,443553,313218,435287,394427,278464,397230,468925,385254,498467,378190,312990,461295,390520,359322,395930,461586,393212,379348,364853,280315,426598,529800,286869,460286,471052,396904,346668,303986,305100,378147,382643,362900,431865,271905,439350,403695,713672,385695,387204,511699,316790,305854,274804,290758,506298,543978,550114,393309,432180,280511,412267,369136,499042,469237,374285,331321,450464,303447,480226,374035,405699,416833,485569,365537,453431,390579,414516,457573,458410,498103,448411,329003,423923,375813,373731,343789,439289,459322,448494,405222,379898,541284,267818,521168,377832,439744,257939,384889,301077,455413,479120,405163,377084,418031
agri_aqua,rural,Saint.Louis,92298,68609,87850,104799,118231,135771,72806,73441,83495,99136,74405,67737,75109,115670,68528,73292,75063,84134,78263,57853,79993,33702,77172,54558,77189,51075,92259,92613,85497,109929,72851,122880,42495,60380,62256,91895,77508,91254,103262,95814,71720,69056,55774,76610,59120,41720,57078,85363,86228,52522,66441,144150,69712,85280,53310,91829,91230,62947,66098,78182,42191,141213,97666,86766,49662,59872,84491,77445,92756,85947,71484,72047,68447,62241,87051,100652,50102,52507,56556,83157,78085,75085,108161,79085,66289,64160,88548,98058,97116,73422,130433,57003,115302,103183,88646,104139,64561,73760,73532,88208
livestock,rural,Saint.Louis,109614,83745,36317,97869,108309,67436,118703,119835,90681,42056,142391,54246,91791,87421,40577,75571,84111,77397,78295,57992,117256,113314,51214,44466,92932,136734,59216,55087,83208,113878,143940,138833,63082,121644,85813,94967,127732,123350,76571,97134,85440,76517,39570,130626,165461,53420,60695,107642,90842,101521,100697,81460,104088,67621,82076,66833,103476,91867,84494,130269,111867,103537,50609,184889,81217,103008,78052,92101,48403,141133,130513,104691,124119,113244,122434,46657,115304,95759,113615,100188,111221,113199,182817,85134,76238,61431,110732,223523,111375,113181,218944,126758,76662,82425,135213,99305,77271,113812,23707,167646
professional,rural,Saint.Louis,433499,381609,326214,250209,407409,371937,395523,614239,297285,321994,400416,230155,419235,564676,386502,274456,366447,496851,461784,426671,248532,420695,472053,411741,516978,403489,432583,315843,388272,449943,493906,677348,286248,253053,252760,388187,520715,426532,535772,534389,651148,234794,355294,201787,510437,314298,426988,463434,255382,405868,325549,424779,391363,455006,254166,273553,458416,497563,354922,337022,624352,507303,545056,367397,380634,322485,398368,370276,516659,429933,274491,408362,618734,230682,356723,314681,238130,401687,719191,611559,366541,483104,412834,395426,380664,445586,450896,396526,460742,288089,570436,582529,362718,334675,461056,481493,446168,320188,473458,467085
services,rural,Saint.Louis,263842,361179,386121,353691,341105,300366,247716,310746,557425,255448,303166,298499,258209,224073,311822,273391,340889,277755,360610,292360,435058,300299,281337,237456,192798,230402,245384,349408,293789,248817,347423,256159,298358,332567,261548,341620,345567,321909,344245,221864,312034,267834,443945,314033,350205,255882,358206,318617,355394,274864,336025,388010,490868,502288,299812,342134,356057,202575,301397,575699,307552,312671,548721,362182,464816,145005,354365,344286,464436,479820,356026,290559,287821,430002,311287,330677,342096,238977,228196,359786,294012,340123,139924,302329,338900,374236,355560,394044,279704,276759,303332,396882,257070,373931,357408,351956,406331,488253,346305,321470
small_business,rural,Saint.Louis,128844,140536,99955,143961,127217,140330,136533,128396,102339,103631,99628,141719,131369,121966,95277,175340,118078,130203,128448,100977,109484,82709,129170,159422,141111,89927,113302,105204,113722,103494,107121,149271,142439,111917,123492,129339,126782,94913,151729,114126,157869,124084,130957,94772,111023,120554,100615,123913,102399,133202,111633,127101,95769,127452,138716,111206,98519,142020,121824,163000,108519,158756,183457,141161,112351,103117,113655,130550,91327,104076,157631,112589,101531,179464,118661,140696,99501,108721,151917,146134,157040,132496,118797,116189,137906,96494,76230,122713,104695,114466,142189,86516,144339,147724,170128,125647,90192,132666,102495,139650
trades,rural,Saint.Louis,439401,450437,263082,292472,159548,222851,341711,210436,555997,268640,287382,377646,460822,402711,339860,260157,472203,377366,249017,256533,277035,374342,517417,295323,293274,166773,271250,376794,177294,274931,313293,278668,259948,228391,452441,524535,219189,329821,359078,362858,300348,262890,349426,486490,414930,374672,290403,418271,353533,330121,290662,264181,357033,212450,439519,333672,548959,285867,287381,340844,237759,435058,252165,399099,319274,261565,230467,394067,349638,398740,332939,398297,263417,271900,341205,390067,280574,198469,371727,357763,210114,323693,286849,383806,537203,635547,325507,363848,221483,310009,201887,335659,267484,371208,593295,270419,203651,375591,303684,381759
